Selection Role,Sampling Method,Classifier Model,Log Loss,Macro Accuracy,Macro Precision,Macro Recall,Macro F1-score,Macro FPR,Macro ROC-AUC,Validation Folds
Selected Classifier Model,SMOTE-Tomek,Stacking Ensemble,0.011736425090264822,0.9992875200975417,0.8635019163389973,0.871957488596274,0.8478383977187507,0.00040648059467709996,0.9889840132599215,5
